Lima;Lima;Lurín;Superior Universitaria Completa;SIS;No Tiene Discapacidad;411
Lima;Cañete;Lunahuaná;Primaria;EsSalud;Tiene Alguna Discapacidad;39
Lima;Huaura;Sayan;Superior Universitaria Incompleta;SIS;No Tiene Discapacidad;337
Lima;Canta;Santa Rosa de Quives;Superior Universitaria Completa;SIS;No Tiene Discapacidad;19
Lima;Yauyos;Ayaviri;Superior Universitaria Completa;Seguro de Salud Privado;No Tiene Discapacidad;1
Lima;Lima;San Miguel;Superior No Universitaria Incompleta;Ningún Seguro;No Tiene Discapacidad;1901
Lima;Huaura;Vegueta;Secundaria;Otro Seguro de Salud;No Tiene Discapacidad;63
Lima;Huaura;Santa María;Superior Universitaria Completa;SIS;Tiene Alguna Discapacidad;59
Lima;Yauyos;Cochas;Primaria;Ningún Seguro;No Tiene Discapacidad;12
Lima;Lima;Santiago de Surco;Superior Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;198
Lima;Barranca;Supe;Superior No Universitaria Completa;SIS;No Tiene Discapacidad;329
Lima;Huarochirí;San Mateo;Primaria;SIS;No Tiene Discapacidad;518
Lima;Lima;Chaclacayo;Secundaria;Seguro de Salud Privado;Tiene Alguna Discapacidad;43
Lima;Lima;San Juan de Miraflores;Superior Universitaria Incompleta;Seguro de Salud Privado;Tiene Alguna Discapacidad;145
Lima;Cajatambo;Cajatambo;Superior No Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;6
Lima;Lima;Miraflores;Superior Universitaria Completa;EsSalud;Tiene Alguna Discapacidad;1834
Lima;Huaura;Hualmay;No declaró;EsSalud;No Tiene Discapacidad;405
Lima;Cañete;Chilca;Superior No Universitaria Completa;SIS;No Tiene Discapacidad;303
Lima;Cañete;Chilca;Sin Nivel;Ningún Seguro;No Tiene Discapacidad;145
Lima;Cañete;Santa Cruz de Flores;Secundaria;Ningún Seguro;Tiene Alguna Discapacidad;23
Lima;Lima;Cieneguilla;Inicial;SIS;Tiene Alguna Discapacidad;46
Lima;Lima;La Molina;Superior Universitaria Completa;SIS;Tiene Alguna Discapacidad;114
Lima;Lima;Pachacamac;No declaró;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;24
Lima;Lima;El Agustino;Maestria o Doctorado;Seguro de Salud Privado;Tiene Alguna Discapacidad;9
Lima;Lima;Barranco;No declaró;Otro Seguro de Salud;No Tiene Discapacidad;15
Lima;Lima;Villa María del Triunfo;Inicial;Seguro de Salud Privado;No Tiene Discapacidad;331
Lima;Lima;Cieneguilla;Superior No Universitaria Incompleta;EsSalud;No Tiene Discapacidad;489
Lima;Lima;La Molina;Primaria;Seguro de Salud Privado;No Tiene Discapacidad;3406
Lima;Huaura;Hualmay;Superior Universitaria Incompleta;SIS;No Tiene Discapacidad;822
Lima;Cañete;San Antonio;Superior No Universitaria Incompleta;Ningún Seguro;No Tiene Discapacidad;72
Lima;Huarochirí;Chicla;Primaria;SIS;No Tiene Discapacidad;110
Lima;Lima;Chaclacayo;Inicial;EsSalud;No Tiene Discapacidad;730
Lima;Lima;San Luis;Maestria o Doctorado;Seguro de Salud Fuerzas Armadas o Policía;Tiene Alguna Discapacidad;2
Lima;Cañete;Cerro Azul;Secundaria;SIS;Tiene Alguna Discapacidad;130
Lima;Lima;Carabayllo;Superior Universitaria Incompleta;EsSalud;No Tiene Discapacidad;4531
Lima;Huaura;Huaura;Superior Universitaria Incompleta;Otro Seguro de Salud;No Tiene Discapacidad;14
Lima;Lima;Carabayllo;Primaria;Seguro de Salud Fuerzas Armadas o Policía;Tiene Alguna Discapacidad;189
Lima;Lima;Barranco;Primaria;SIS;Tiene Alguna Discapacidad;224
Lima;Lima;La Victoria;No declaró;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;59
Lima;Lima;Pueblo Libre;Superior Universitaria Incompleta;EsSalud;No Tiene Discapacidad;3553
Lima;Lima;Ate;Primaria;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;848
Lima;Cañete;Quilmaná;Superior No Universitaria Completa;EsSalud;No Tiene Discapacidad;482
Lima;Lima;Pachacamac;Primaria;Otro Seguro de Salud;No Tiene Discapacidad;114
Lima;Huaral;Aucallama;Primaria;SIS;No Tiene Discapacidad;2761
Lima;Barranca;Supe Puerto;Secundaria;Ningún Seguro;No Tiene Discapacidad;827
Lima;Cañete;Mala;Superior Universitaria Completa;Seguro de Salud Privado;No Tiene Discapacidad;93
Lima;Huaura;Santa María;Superior No Universitaria Completa;SIS;Tiene Alguna Discapacidad;33
Lima;Canta;San Buenaventura;Superior Universitaria Incompleta;SIS;No Tiene Discapacidad;4
Lima;Lima;Surquillo;Superior Universitaria Incompleta;Otro Seguro de Salud;Tiene Alguna Discapacidad;33
Lima;Cañete;Cerro Azul;Primaria;Otro Seguro de Salud;No Tiene Discapacidad;13
Lima;Lima;Punta Negra;Superior No Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;7
Lima;Cañete;Mala;Superior Universitaria Incompleta;SIS;No Tiene Discapacidad;342
Lima;Huarochirí;Chicla;Secundaria;EsSalud;No Tiene Discapacidad;1386
Lima;Lima;Punta Hermosa;Primaria;Otro Seguro de Salud;Tiene Alguna Discapacidad;8
Lima;Huaura;Huacho;Maestria o Doctorado;Ningún Seguro;No Tiene Discapacidad;144
Lima;Lima;Lince;Superior Universitaria Completa;Otro Seguro de Salud;Tiene Alguna Discapacidad;22
Lima;Lima;Ate;Maestria o Doctorado;SIS;No Tiene Discapacidad;131
Lima;Lima;Magdalena del Mar;Primaria;SIS;No Tiene Discapacidad;766
Lima;Lima;San Juan de Miraflores;Superior No Universitaria Completa;SIS;No Tiene Discapacidad;4357
Lima;Huarochirí;Matucana;Sin Nivel;EsSalud;No Tiene Discapacidad;21
Lima;Lima;Rímac;Básica Especial;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;17
Lima;Lima;San Juan de Lurigancho;Secundaria;SIS;Tiene Alguna Discapacidad;17397
Lima;Lima;San Bartolo;Superior Universitaria Incompleta;EsSalud;No Tiene Discapacidad;136
Lima;Huaura;Santa María;Maestria o Doctorado;Seguro de Salud Privado;No Tiene Discapacidad;27
Lima;Huarochirí;Lahuaytambo;Secundaria;SIS;Tiene Alguna Discapacidad;17
Lima;Lima;Pueblo Libre;Primaria;Ningún Seguro;Tiene Alguna Discapacidad;249
Lima;Canta;San Buenaventura;Superior No Universitaria Incompleta;Ningún Seguro;No Tiene Discapacidad;9
Lima;Lima;San Juan de Miraflores;Superior Universitaria Completa;Seguro de Salud Fuerzas Armadas o Policía;Tiene Alguna Discapacidad;122
Lima;Huarochirí;Santa Cruz de Cocachacra;Primaria;SIS;Tiene Alguna Discapacidad;37
Lima;Cañete;Santa Cruz de Flores;Superior Universitaria Incompleta;EsSalud;No Tiene Discapacidad;34
Lima;Yauyos;Huantán;Superior Universitaria Completa;EsSalud;No Tiene Discapacidad;47
Lima;Lima;Chorrillos;Superior Universitaria Completa;Otro Seguro de Salud;No Tiene Discapacidad;664
Lima;Lima;Independencia;Inicial;EsSalud;No Tiene Discapacidad;3253
Lima;Lima;Villa El Salvador;Superior No Universitaria Completa;Seguro de Salud Privado;No Tiene Discapacidad;916
Lima;Lima;Pucusana;Superior No Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;23
Lima;Huarochirí;Ricardo Palma;Superior No Universitaria Completa;Ningún Seguro;No Tiene Discapacidad;124
Lima;Huaura;Sayan;Inicial;Ningún Seguro;Tiene Alguna Discapacidad;11
Lima;Huaura;Huacho;Superior No Universitaria Completa;EsSalud;Tiene Alguna Discapacidad;155
Lima;Yauyos;Tupe;No declaró;EsSalud;No Tiene Discapacidad;2
Lima;Lima;Ancón;Superior Universitaria Completa;Ningún Seguro;No Tiene Discapacidad;694
Lima;Lima;La Victoria;Sin Nivel;EsSalud;Tiene Alguna Discapacidad;204
Lima;Lima;San Martín de Porres;Superior Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;1072
Lima;Cajatambo;Cajatambo;Superior Universitaria Completa;Ningún Seguro;Tiene Alguna Discapacidad;2
Lima;Cañete;Calango;Secundaria;SIS;Tiene Alguna Discapacidad;38
Lima;Yauyos;Cacra;Superior No Universitaria Completa;EsSalud;No Tiene Discapacidad;6
Lima;Lima;La Molina;Básica Especial;Seguro de Salud Privado;Tiene Alguna Discapacidad;20
Lima;Lima;Lurín;Secundaria;Seguro de Salud Privado;Tiene Alguna Discapacidad;53
Lima;Lima;Villa María del Triunfo;Superior Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;355
Lima;Huaral;Veintisiete de Noviembre;No declaró;SIS;No Tiene Discapacidad;6
Lima;Lima;Santiago de Surco;Maestria o Doctorado;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;1269
Lima;Huaura;Hualmay;Superior No Universitaria Completa;SIS;Tiene Alguna Discapacidad;35
Lima;Lima;Surquillo;Superior No Universitaria Completa;Seguro de Salud Fuerzas Armadas o Policía;Tiene Alguna Discapacidad;65
Lima;Huarochirí;Santa Cruz de Cocachacra;Secundaria;EsSalud;No Tiene Discapacidad;198
Lima;Lima;Ancón;Superior Universitaria Completa;SIS;Tiene Alguna Discapacidad;66
Lima;Huaral;Huaral;Inicial;SIS;No Tiene Discapacidad;2215
Lima;Huaura;Hualmay;Primaria;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;19
Lima;Yauyos;Cochas;Superior Universitaria Completa;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;1
Lima;Lima;Ate;Superior Universitaria Completa;Seguro de Salud Privado;Tiene Alguna Discapacidad;401
Lima;Lima;San Juan de Miraflores;Superior No Universitaria Incompleta;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;415
Lima;Cañete;Chilca;Superior No Universitaria Completa;Ningún Seguro;Tiene Alguna Discapacidad;25
Lima;Lima;Santiago de Surco;Superior No Universitaria Completa;Seguro de Salud Privado;No Tiene Discapacidad;5963
Lima;Lima;Villa El Salvador;Superior No Universitaria Completa;Seguro de Salud Fuerzas Armadas o Policía;Tiene Alguna Discapacidad;92
Lima;Lima;Ancón;Maestria o Doctorado;EsSalud;No Tiene Discapacidad;145
Lima;Lima;Punta Hermosa;Sin Nivel;SIS;No Tiene Discapacidad;209
Lima;Cañete;Chilca;Superior Universitaria Incompleta;Seguro de Salud Privado;No Tiene Discapacidad;28
Lima;Lima;Villa María del Triunfo;Inicial;SIS;No Tiene Discapacidad;8058
Lima;Huaral;Aucallama;Superior No Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;20
Lima;Yauyos;Viñac;Primaria;Ningún Seguro;Tiene Alguna Discapacidad;18
Lima;Barranca;Barranca;Secundaria;Ningún Seguro;Tiene Alguna Discapacidad;598
Lima;Cañete;San Antonio;No declaró;SIS;No Tiene Discapacidad;123
Lima;Lima;Villa El Salvador;Superior No Universitaria Incompleta;Seguro de Salud Privado;No Tiene Discapacidad;543
Lima;Lima;La Victoria;Superior No Universitaria Incompleta;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;126
Lima;Huarochirí;Santa Cruz de Cocachacra;Sin Nivel;Ningún Seguro;Tiene Alguna Discapacidad;7
Lima;Lima;Magdalena del Mar;Primaria;Ningún Seguro;Tiene Alguna Discapacidad;159
Lima;Lima;Surquillo;Maestria o Doctorado;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;156
Lima;Yauyos;Tupe;Superior Universitaria Completa;EsSalud;No Tiene Discapacidad;6
Lima;Lima;Santa Anita;Secundaria;SIS;Tiene Alguna Discapacidad;2229
Lima;Huaral;Aucallama;Secundaria;EsSalud;Tiene Alguna Discapacidad;91
Lima;Cañete;Chilca;Primaria;Ningún Seguro;Tiene Alguna Discapacidad;214
Lima;Lima;Carabayllo;Superior No Universitaria Incompleta;EsSalud;Tiene Alguna Discapacidad;426
Lima;Lima;San Miguel;Sin Nivel;EsSalud;No Tiene Discapacidad;894
Lima;Lima;San Miguel;Sin Nivel;Seguro de Salud Privado;No Tiene Discapacidad;418
Lima;Lima;San Borja;Superior No Universitaria Completa;Seguro de Salud Privado;No Tiene Discapacidad;2035
Lima;Barranca;Supe;Superior Universitaria Incompleta;Otro Seguro de Salud;No Tiene Discapacidad;9
Lima;Lima;San Bartolo;Superior Universitaria Completa;SIS;No Tiene Discapacidad;58
Lima;Lima;San Juan de Miraflores;Superior Universitaria Incompleta;Ningún Seguro;Tiene Alguna Discapacidad;712
Lima;Huaura;Huacho;Primaria;SIS;Tiene Alguna Discapacidad;868
Lima;Lima;Lima;Maestria o Doctorado;SIS;Tiene Alguna Discapacidad;21
Lima;Lima;El Agustino;Inicial;Ningún Seguro;Tiene Alguna Discapacidad;75
Lima;Lima;Magdalena del Mar;Primaria;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;112
Lima;Lima;Jesús María;Maestria o Doctorado;EsSalud;No Tiene Discapacidad;3358
Lima;Yauyos;Cochas;Sin Nivel;Ningún Seguro;Tiene Alguna Discapacidad;4
Lima;Lima;San Borja;Maestria o Doctorado;Seguro de Salud Privado;Tiene Alguna Discapacidad;208
Lima;Huaura;Huacho;Superior Universitaria Completa;Ningún Seguro;No Tiene Discapacidad;2056
Lima;Lima;Surquillo;Inicial;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;32
Lima;Canta;Lachaqui;Superior Universitaria Completa;SIS;No Tiene Discapacidad;2
Lima;Yauyos;Huancaya;Primaria;SIS;Tiene Alguna Discapacidad;13
Lima;Lima;Los Olivos;Secundaria;Otro Seguro de Salud;Tiene Alguna Discapacidad;234
Lima;Lima;Santa Rosa;Superior No Universitaria Completa;EsSalud;No Tiene Discapacidad;692
Lima;Lima;San Luis;Secundaria;Otro Seguro de Salud;Tiene Alguna Discapacidad;38
Lima;Yauyos;Putinza;Secundaria;Ningún Seguro;No Tiene Discapacidad;59
Lima;Lima;Chorrillos;Inicial;Seguro de Salud Privado;No Tiene Discapacidad;968
Lima;Yauyos;Cacra;Sin Nivel;SIS;Tiene Alguna Discapacidad;11
Lima;Lima;Comas;Superior Universitaria Completa;SIS;Tiene Alguna Discapacidad;489
Lima;Huaura;Huaura;Superior No Universitaria Completa;SIS;No Tiene Discapacidad;319
Lima;Lima;La Molina;Superior Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;86
Lima;Cañete;Cerro Azul;Superior Universitaria Incompleta;Seguro de Salud Privado;No Tiene Discapacidad;9
Lima;Lima;Independencia;Superior Universitaria Incompleta;Seguro de Salud Fuerzas Armadas o Policía;Tiene Alguna Discapacidad;41
Lima;Huarochirí;San Lorenzo de Quinti;Superior No Universitaria Incompleta;SIS;No Tiene Discapacidad;19
Lima;Lima;Carabayllo;Sin Nivel;SIS;No Tiene Discapacidad;4977
Lima;Lima;Los Olivos;Superior Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;491
Lima;Lima;Santa Rosa;Maestria o Doctorado;Otro Seguro de Salud;No Tiene Discapacidad;3
Lima;Lima;Chorrillos;Maestria o Doctorado;Ningún Seguro;No Tiene Discapacidad;362
Lima;Lima;Los Olivos;Superior Universitaria Completa;Ningún Seguro;Tiene Alguna Discapacidad;823
Lima;Barranca;Supe Puerto;Inicial;Ningún Seguro;No Tiene Discapacidad;60
Lima;Lima;Breña;Superior Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;99
Lima;Lima;Independencia;Básica Especial;Ningún Seguro;Tiene Alguna Discapacidad;45
Lima;Barranca;Supe;Primaria;Otro Seguro de Salud;No Tiene Discapacidad;22
Lima;Huarochirí;San Pedro de Casta;Secundaria;EsSalud;No Tiene Discapacidad;27
Lima;Canta;Lachaqui;Superior Universitaria Completa;EsSalud;No Tiene Discapacidad;16
Lima;Lima;Lima;No declaró;EsSalud;Tiene Alguna Discapacidad;39
Lima;Lima;Comas;Maestria o Doctorado;SIS;No Tiene Discapacidad;111
Lima;Cañete;Asia;No declaró;EsSalud;No Tiene Discapacidad;175
Lima;Huarochirí;Santa Eulalia;Secundaria;Seguro de Salud Privado;No Tiene Discapacidad;113
Lima;Yauyos;Azángaro;Secundaria;Ningún Seguro;Tiene Alguna Discapacidad;7
Lima;Huaura;Huacho;Maestria o Doctorado;SIS;No Tiene Discapacidad;62
Lima;Huaura;Santa María;Básica Especial;SIS;No Tiene Discapacidad;7
Lima;Lima;Chorrillos;Inicial;Ningún Seguro;Tiene Alguna Discapacidad;102
Lima;Lima;Jesús María;Inicial;Otro Seguro de Salud;No Tiene Discapacidad;35
Lima;Huarochirí;Ricardo Palma;Sin Nivel;EsSalud;No Tiene Discapacidad;75
Lima;Lima;Villa María del Triunfo;Inicial;Seguro de Salud Fuerzas Armadas o Policía;No Tiene Discapacidad;199
Lima;Cañete;Nuevo Imperial;Maestria o Doctorado;Ningún Seguro;No Tiene Discapacidad;5
Lima;Huarochirí;San Lorenzo de Quinti;Superior No Universitaria Completa;EsSalud;Tiene Alguna Discapacidad;2
Lima;Lima;Breña;Superior No Universitaria Completa;SIS;Tiene Alguna Discapacidad;114
Lima;Lima;Magdalena del Mar;Superior Universitaria Completa;EsSalud;Tiene Alguna Discapacidad;901
Lima;Barranca;Barranca;Superior Universitaria Completa;Otro Seguro de Salud;No Tiene Discapacidad;81
Lima;Huarochirí;Huarochirí;Superior No Universitaria Completa;EsSalud;No Tiene Discapacidad;21
Lima;Huaura;Hualmay;Inicial;SIS;No Tiene Discapacidad;634
Lima;Yauyos;Huancaya;Superior No Universitaria Incompleta;SIS;No Tiene Discapacidad;7
Lima;Cañete;Chilca;Sin Nivel;Seguro de Salud Privado;Tiene Alguna Discapacidad;3
Lima;Lima;Jesús María;Superior Universitaria Completa;Ningún Seguro;No Tiene Discapacidad;2702
Lima;Cañete;Imperial;Primaria;Otro Seguro de Salud;No Tiene Discapacidad;28
Lima;Lima;Lince;Superior No Universitaria Completa;EsSalud;No Tiene Discapacidad;3101
Lima;Lima;Lurigancho;Sin Nivel;Ningún Seguro;Tiene Alguna Discapacidad;566
Lima;Lima;San Juan de Miraflores;Secundaria;SIS;Tiene Alguna Discapacidad;5296
Lima;Canta;Canta;Sin Nivel;SIS;No Tiene Discapacidad;48
Lima;Lima;Villa El Salvador;Primaria;Otro Seguro de Salud;No Tiene Discapacidad;365
Lima;Cañete;Calango;Inicial;EsSalud;No Tiene Discapacidad;20
Lima;Barranca;Barranca;No declaró;EsSalud;No Tiene Discapacidad;794
Lima;Barranca;Barranca;Inicial;SIS;Tiene Alguna Discapacidad;77
Lima;Lima;Barranco;Superior Universitaria Incompleta;SIS;Tiene Alguna Discapacidad;25
Lima;Cañete;Quilmaná;Inicial;Ningún Seguro;Tiene Alguna Discapacidad;5
Lima;Lima;El Agustino;Inicial;Ningún Seguro;No Tiene Discapacidad;1797
Lima;Lima;Pueblo Libre;Superior Universitaria Completa;EsSalud;No Tiene Discapacidad;11738
Lima;Lima;Lurigancho;Secundaria;Seguro de Salud Privado;Tiene Alguna Discapacidad;176
Lima;Lima;San Bartolo;Maestria o Doctorado;EsSalud;No Tiene Discapacidad;48
Lima;Lima;San Bartolo;Secundaria;Seguro de Salud Privado;No Tiene Discapacidad;61
Lima;Huarochirí;Santo Domingo de Los Olleros;Superior Universitaria Completa;SIS;Tiene Alguna Discapacidad;1
Lima;Lima;Jesús María;Primaria;SIS;No Tiene Discapacidad;586
Lima;Huaura;Sayan;Primaria;Ningún Seguro;No Tiene Discapacidad;1687
Lima;Lima;San Miguel;Superior No Universitaria Completa;Seguro de Salud Fuerzas Armadas o Policía;Tiene Alguna Discapacidad;119
Lima;Lima;Villa El Salvador;Superior No Universitaria Completa;Seguro de Salud Privado;Tiene Alguna Discapacidad;45
Lima;Lima;Villa María del Triunfo;Primaria;Ningún Seguro;Tiene Alguna Discapacidad;3273
Lima;Yauyos;Huancaya;Superior No Universitaria Incompleta;Seguro de Salud Privado;No Tiene Discapacidad;1
